ScripCode,ScripId,BSE Exclusive,Status,GroupName,GSM,Unsolicited_SMS,Long_Term_Additional_Surveillance_Measure (Long Term ASM),Insolvency_Resolution_Process(IRP),Short_Term_Additional_Surveillance_Measure (Short Term ASM),Default,ICA,Pledge
513691,JMTAUTOLTD,N,A,Z,100,100,100,100,100,100,100,100
513687,SPECTRA,Y,A,XT,0,100,100,100,100,100,100,100
513683,NLCINDIA,N,A,A,100,100,100,100,100,100,100,100
513648,MARGPROIN,Y,S,Z,100,100,100,100,100,100,100,100
513642,AXELPOLY,Y,A,XT,100,100,100,100,100,100,100,100
513629,TULSYAN,Y,S,Z,100,100,100,100,100,100,100,100
513613,PRESHAMET,Y,S,XT,100,100,100,100,100,100,100,100
513605,SRIPIPES,N,A,A,100,100,100,100,100,100,100,100
513599,HINDCOPPER,N,A,A,100,100,100,100,100,100,100,100
513579,FFPL,Y,S,Z,4,100,100,100,100,100,100,100
513575,STERPOW,Y,S,Z,100,100,100,100,100,100,100,100
513566,NOVIS,Y,A,Z,100,100,100,100,100,100,100,100
513558,REALSTR,Y,A,X,0,100,100,0,100,100,100,100
513554,MAHASTEEL,N,A,B,100,100,100,100,100,100,100,100
513548,SHRDAIS,Y,A,XT,100,100,100,100,100,100,100,100
513544,MSCTC,Y,S,Z,100,100,100,100,100,100,100,100
513540,TNSTLTU,Y,A,P,100,100,100,100,100,100,100,100
513536,GNRL,Y,A,X,100,100,100,100,100,100,100,100
513532,PRADPME,Y,A,X,100,100,100,100,100,100,100,100
513528,GLITTEKG,Y,A,X,100,100,100,100,100,100,100,100
513519,PITTIENG,N,A,B,100,100,1,100,100,100,100,100
513517,STEELCAS,Y,A,X,100,100,100,100,100,100,100,100
513515,SRIND,Y,A,X,0,100,100,100,100,100,100,100
513513,ADITYA,Y,A,X,100,100,100,100,100,100,100,100
513511,PANCHMAHQ,Y,A,X,100,100,100,100,1,100,100,100
513509,KALYANIFRG,N,A,T,100,100,100,100,100,100,100,100
513507,GUJCONT,Y,A,P,100,100,100,100,100,100,100,100
513502,BAROEXT,Y,A,X,100,100,1,100,100,100,100,100
513498,SOUTHMG,Y,A,XT,2,100,100,100,100,100,100,100
513496,MEWATZI,Y,A,P,0,100,100,100,100,100,100,100
513488,SSWRL,Y,A,X,100,100,100,100,100,100,100,100
513472,SIMPLEXCAS,Y,A,X,100,100,100,100,100,100,100,100
513460,MAHALXSE,Y,A,Z,100,100,100,100,100,100,100,100
513456,KANSHST,Y,A,XT,100,100,100,100,100,100,100,100
513452,ELANGO,Y,A,XT,0,100,100,100,100,100,100,100
513448,GANFNDR,Y,S,P,100,100,100,100,100,100,100,100
513446,JSWISPL,N,A,B,100,100,100,0,100,100,100,100
513436,SHAHALLOYS,N,A,T,100,100,100,100,100,100,100,100
513434,TATAMETALI,N,A,A,100,100,100,100,100,100,100,100
513430,MAITRI,Y,S,XT,4,100,100,100,100,100,100,100
513422,BLOIN,Y,A,XT,2,100,100,100,100,100,100,100
513418,SMFIL,Y,A,X,100,100,100,100,100,100,100,100
513414,SMPL,N,S,Z,100,100,100,0,100,100,100,100
513406,RAIPF,Y,S,P,100,100,100,100,100,100,100,100
513405,PENNARALUM,Y,S,XT,6,100,100,100,100,100,100,100
513403,PMTELELIN,Y,A,X,1,100,100,100,100,100,100,100
513401,ASHIS,Y,A,X,100,100,100,100,1,100,100,100
513397,VALLABHSQ,Y,A,X,0,100,100,100,100,100,100,100
513377,MMTC,N,A,A,100,100,100,100,100,100,100,100
513375,CARBORUNIV,N,A,A,100,100,1,100,100,100,100,100
513369,RJKMRFR,Y,A,X,100,100,100,100,100,100,100,100
513361,ISWL,Y,A,XT,100,100,100,100,100,100,100,100
513359,PARINFRA,Y,S,Z,100,100,100,100,100,100,100,100
513355,MRMGAST,Y,S,XT,100,100,100,100,100,100,100,100
513353,COCHINM,Y,A,X,100,100,100,100,100,100,100,100
513349,AJMERA,N,A,T,100,100,4,100,100,100,100,100
513343,GRANDFONRY,N,A,T,2,100,100,100,100,100,100,100
513337,GUJTLRM,Y,A,XT,2,100,100,100,100,100,100,100
513335,METALFORGE,N,A,Z,100,100,100,0,100,100,100,100
513309,GOLKONDA,Y,A,Z,100,100,100,100,100,100,100,100
513307,SYNTHFO,Y,A,XT,100,100,100,100,100,100,100,100
513305,TERRASCOPE,Y,A,X,100,100,100,100,100,100,100,100
513303,MDRNSTL,Y,A,Z,0,100,100,100,100,100,100,100
513295,IMEC,Y,A,XT,0,100,100,100,100,100,100,100
513291,PREMPIPES,Y,S,Z,100,100,100,0,100,100,100,100
513269,MANINDS,N,A,B,100,100,100,100,100,100,100,100
513262,SSWL,N,A,T,100,100,4,100,100,100,100,100
513252,JAYUSH,Y,A,X,100,100,100,100,100,100,100,100
513250,JYOTISTRUC,N,A,Z,100,100,100,100,100,100,100,100
513228,PENIND,N,A,B,100,100,100,100,100,100,100,100
513216,UTTAMSTL,N,A,B,100,100,100,0,100,100,100,100
513179,NATNLSTEEL,N,S,T,3,100,100,100,100,100,100,100
513173,STLSTRINF,Y,A,X,100,100,100,100,100,100,100,100
513153,TECHTREK,Y,S,XT,100,100,100,100,100,100,100,100
513151,STINDIA,N,S,Z,100,100,100,100,100,100,100,100
513149,ACROW,Y,A,X,100,100,100,100,100,100,100,100
513142,BALASORE,Y,S,Z,100,100,100,100,100,100,100,100
513127,SHNALUM,Y,S,Y,100,100,100,100,100,100,100,100
513121,ORICON,N,A,B,100,100,100,100,100,100,100,100
513119,ABCGAS,Y,S,XT,4,100,100,100,100,100,100,100
513117,AMFORG,Y,A,XT,100,100,100,100,100,100,100,100
513108,GANDHITUBE,N,A,B,100,100,100,100,100,100,100,100
513097,SHBCLQ,N,A,B,100,100,100,100,100,100,100,100
513063,TRANSFRE,Y,A,XT,100,100,100,100,100,100,100,100
513062,SRYSTLT,Y,S,Y,100,100,100,100,100,100,100,100
513059,GSAUTO,Y,A,X,100,100,100,100,100,100,100,100
513043,REMIEDEL,Y,A,XT,100,100,100,100,100,100,100,100
513039,ZHINUDYP,Y,A,XT,100,100,100,100,100,100,100,100
513023,NBVENTURES,N,A,A,100,100,100,100,100,100,100,100
513012,ZJEETMAC,Y,S,Z,100,100,100,100,100,100,100,100
513010,TATASTLLP,N,A,A,100,100,100,100,100,100,100,100
513005,VBCFERROQ,Y,A,XT,100,100,100,100,100,100,100,100
512634,SAVERA,Y,A,X,100,100,100,100,100,100,100,100
512632,SUBHLTR,Y,S,Y,100,100,100,100,100,100,100,100
512626,ORBTEXP,N,A,B,100,100,100,100,100,100,100,100
512624,REGENTRP,Y,A,X,100,100,100,100,100,100,100,100
512618,RLF,Y,A,XT,100,100,100,100,100,100,100,100
512612,TOWELIN,Y,S,Y,100,100,100,100,100,100,100,100
512608,BHANDHOS,N,A,B,100,100,100,100,100,100,100,100
512604,HARIAEXPO,Y,A,X,100,100,100,100,1,100,100,100
512600,MACINTR,Y,A,X,0,100,100,100,100,100,100,100
512599,ADANIENT,N,A,A,100,100,100,100,100,100,100,100
512597,KEYFINSER,N,A,B,100,100,100,100,1,100,100,100
512595,UNIMOVR,Y,S,XT,3,100,100,100,100,100,100,100
512591,PULSRIN,Y,A,P,2,100,100,100,100,100,100,100
512589,SITAENT,Y,A,X,100,100,100,100,100,100,100,100
512587,ZODJRDMKJ,Y,A,X,100,100,100,100,100,100,100,100
512579,GUJNRECOKE,Y,S,XT,100,100,100,0,100,100,100,100
512573,AVANTI,N,A,A,100,100,100,100,100,100,100,100
512565,RTEXPO,Y,A,XT,0,100,100,100,100,100,100,100
512559,KOHINOOR,N,S,Z,100,100,100,100,100,100,100,100
512553,ZENITHEXPO,N,A,B,100,100,1,100,100,100,100,100
512535,ASAHINFRA,Y,S,Z,100,100,100,100,100,100,100,100
512531,STCINDIA,N,A,B,100,100,100,100,100,100,100,100
512529,SEQUENT,N,A,A,100,100,100,100,100,100,100,100
512527,SUPER,Y,A,X,100,100,100,100,1,100,100,100
512522,NEPTEXP,Y,A,P,100,100,100,100,100,100,100,100
512519,DONEAR,N,A,B,100,100,100,100,100,100,100,100
512517,VINVANI,Y,S,P,100,100,100,100,100,100,100,100
512511,VARUNME,Y,A,XT,100,100,100,100,100,100,100,100
512505,MEENST,Y,A,ZY,100,100,100,100,100,100,100,100
512499,SHALPRO,Y,A,X,100,100,100,100,100,100,100,100
512493,GARNETINT,Y,A,XT,100,100,100,100,100,100,100,100
512489,OASISEC,Y,A,X,100,100,100,100,100,100,100,100
512485,DHANCOT,Y,A,X,100,100,100,100,2,100,100,100
512481,POLYTEX,Y,A,XT,100,100,100,100,100,100,100,100
512479,GYTRIPA,Y,A,XT,1,100,100,100,100,100,100,100
512477,BETXIND,Y,A,X,100,100,100,100,100,100,100,100
512465,SANPOLY,Y,S,Z,6,100,100,100,100,100,100,100
512463,SHRGLTR,Y,A,X,100,1,3,100,100,100,100,100
512461,PUNCTRD,Y,A,P,100,100,100,100,100,100,100,100
512455,LLOYDSME,Y,A,XT,100,100,100,100,100,100,100,100
512453,SHRJAGP,Y,A,X,100,100,2,100,100,100,100,100
512449,SVCRES,Y,S,Z,100,100,100,100,100,100,100,100
512445,DEVITRD,Y,A,P,100,100,100,100,100,100,100,100
512443,GANONPRO,Y,A,XT,0,100,100,100,100,100,100,100
512441,ENBETRD,Y,A,XT,100,100,100,100,100,100,100,100
512439,ESQRMON,Y,S,Z,100,100,100,100,100,100,100,100
512437,APOLLOFI,Y,A,X,100,100,100,100,100,100,100,100
512433,ASUTENT,Y,A,P,100,100,100,100,100,100,100,100
512431,WHITHAL,Y,S,P,100,100,100,100,100,100,100,100
512425,NIRAVCOM,Y,A,X,100,100,100,100,100,100,100,100
512417,TRITRADE,Y,S,Z,100,100,100,100,100,100,100,100
512415,MERCTRD,Y,A,P,0,100,100,100,100,100,100,100
512409,RAJSAN,Y,S,Z,100,100,100,100,100,100,100,100
512408,UNIWSEC,Y,A,XT,100,100,100,100,100,100,100,100
512405,iPOWER,Y,S,XT,3,100,100,100,100,100,100,100
512404,BENGALS,Y,A,P,100,100,100,100,100,100,100,100
512399,KAPASHI,Y,A,XT,100,100,100,100,100,100,100,100
512393,SHARDUL,Y,A,X,100,100,100,100,100,100,100,100
512381,STARTECK,Y,A,X,100,100,100,100,100,100,100,100
512379,CRESSAN,Y,A,X,100,100,1,100,100,100,100,100
512377,MAGANTR,Y,A,XT,100,100,100,100,100,100,100,100
512375,INNOVENT,Y,S,ZP,6,100,100,100,100,100,100,100
512369,ENNORE,Y,S,XT,100,100,100,100,100,100,100,100
512367,ZSHERAPR,Y,A,P,100,100,100,100,100,100,100,100
512361,CUPIDTR,Y,S,XT,100,100,100,100,100,100,100,100
512359,SWORDEDGE,Y,A,X,100,100,100,100,100,100,100,100
512355,ZANUKCOM,Y,S,X,100,100,100,100,100,100,100,100
512349,LINKH,Y,S,XT,100,100,100,100,100,100,100,100
512345,YASTF,Y,A,XT,0,100,100,100,100,100,100,100
512344,ARAVALIS,Y,A,X,100,100,100,100,100,100,100,100
512341,CESL,Y,A,XT,100,100,100,100,100,100,100,100
512337,MAHSHRE,Y,A,P,0,100,100,100,100,100,100,100
512332,BIRLACAP,Y,S,Z,3,100,100,100,100,100,100,100
512329,KRL,Y,A,XT,1,100,100,100,100,100,100,100
512319,RAJLXIN,Y,S,X,100,100,100,100,100,100,100,100
512311,SURCHIN,Y,S,X,100,100,100,100,100,100,100,100
512307,TYPHOON,Y,S,ZY,100,100,100,100,100,100,100,100
512303,ZMANSOON,Y,A,P,100,100,100,100,100,100,100,100
512301,CHMBBRW,Y,A,XT,0,100,100,100,100,100,100,100
512299,STERLINBIO,N,S,Z,100,100,100,0,100,100,100,100
512297,SHANTAI,Y,A,X,0,100,100,100,100,100,100,100
512296,BHAGYNAGAR,N,A,B,100,100,100,100,100,100,100,100
512291,ZSPEEDCO,Y,A,P,100,100,100,100,100,100,100,100
512289,SHIRPUR-G,N,S,Z,100,100,100,100,100,100,100,100
512279,NNTL,Y,A,Z,100,100,100,100,100,100,100,100
512277,AUTOINT,Y,A,XT,100,100,100,100,100,100,100,100
512271,TASHIND,Y,A,XT,100,100,100,100,100,100,100,100
512267,MMWL,Y,A,XT,100,100,100,100,100,100,100,100
512265,AVONMERC,Y,S,Z,100,100,100,100,100,100,100,100
512261,BAJGLOB,Y,A,XT,100,100,100,100,100,100,100,100
512257,SVARTCORP,Y,A,X,100,100,100,100,100,100,100,100
512255,ZWINMOTR,Y,S,P,100,100,100,100,100,100,100,100
512247,ASHCAP,Y,A,X,100,100,100,100,100,100,100,100
512245,ZNIVITRD,Y,A,P,0,100,100,100,100,100,100,100
512237,JAICORPLTD,N,A,A,100,100,100,100,100,100,100,100
512233,JAYTEX,Y,S,Z,0,100,100,0,100,100,100,100
512229,VERITAS,Y,A,XT,100,100,100,100,100,100,100,100
512221,SPVGLOBAL,Y,A,P,100,100,100,100,100,100,100,100
512217,PRISMMEDI,Y,A,X,100,100,100,100,100,100,100,100
512215,STEPHANOTIS,Y,A,XT,100,100,100,100,100,100,100,100
512213,CLASELE,Y,A,XT,100,100,100,100,100,100,100,100
512207,EFFTXT,Y,S,XT,100,100,100,100,100,100,100,100
512197,SILVERO,Y,A,Z,0,100,100,0,100,100,100,100
512195,BENTCOM,Y,A,P,100,100,100,100,100,100,100,100
512191,MISHKAFIN,Y,S,XT,100,100,100,100,100,100,100,100
512179,SUNTECK,N,A,A,100,100,100,100,100,100,100,100
512175,VAMA,Y,A,X,100,100,100,100,100,100,100,100
512169,CAPRICORN,Y,A,XT,0,100,100,100,100,100,100,100
512167,MATRAREAL,Y,S,Z,6,100,100,100,100,100,100,100
512165,ABANSENT,Y,A,X,100,100,1,100,100,100,100,100
512161,SECURKLOUD,N,A,B,100,100,1,100,100,100,100,100
512157,TERRAREAL,Y,A,P,0,100,100,100,100,100,100,100
512153,MLINDLTD,Y,A,P,0,100,100,100,100,100,100,100
512149,AVANCE,Y,S,XT,6,100,100,100,100,100,100,100
512147,KAJALSY,Y,S,P,100,100,100,100,100,100,100,100
512135,ENSSI,Y,S,Z,100,100,100,100,100,100,100,100
512131,SIGNETIND,N,A,B,100,100,100,100,100,100,100,100
512129,JAYAMEL,Y,S,X,100,100,100,100,100,100,100,100
512125,ZSANCHTR,Y,S,P,100,100,100,100,100,100,100,100
512117,TWIROST,Y,A,XT,0,100,100,100,100,100,100,100
512115,ROSEMER,Y,S,X,100,100,100,100,100,100,100,100
512113,KELVINFIN,Y,S,XT,100,100,100,100,100,100,100,100
512109,AVIVA,Y,A,X,0,100,100,100,100,100,100,100
512103,NIDHGRN,Y,A,XT,0,100,100,100,100,100,100,100
512101,TRIPR,Y,A,XT,100,100,100,100,100,100,100,100
512099,PUNITCO,Y,A,XT,100,100,100,100,100,100,100,100
512097,SAICOM,Y,S,XT,100,100,100,100,100,100,100,100
512093,CRANESSOFT,Y,A,XT,100,100,100,100,100,100,100,100
512091,ANSHNCO,Y,A,P,0,100,100,100,100,100,100,100
512075,SUCHTRD,Y,S,X,100,100,100,100,100,100,100,100
512070,UPL,N,A,A,100,100,100,100,100,100,100,100
512068,DECNGOLD,Y,A,X,100,100,1,100,100,100,100,100
512067,VISJYTR,Y,S,XT,100,100,100,100,100,100,100,100
512065,MRUTR,Y,A,XT,0,100,100,100,100,100,100,100
512064,VISVEN,Y,A,XT,100,100,100,100,100,100,100,100
512063,AYOME,Y,A,P,0,100,100,100,100,100,100,100
512062,ZSANMCOM,Y,A,XT,0,100,100,100,100,100,100,100
512060,SHYAM,Y,A,P,100,100,100,100,100,100,100,100
512048,LUHARUKA,Y,A,X,100,100,100,100,100,100,100,100
512047,ROYALIND,Y,S,XT,3,100,100,100,100,100,100,100
512038,ASWTR,Y,A,P,0,100,100,100,100,100,100,100
512036,KAPILCO,Y,A,XT,0,100,100,100,100,100,100,100
512026,PHTRADING,Y,A,ZP,0,100,100,100,100,100,100,100
512025,INERTIAST,Y,A,XT,0,100,100,100,100,100,100,100
512024,NDMETAL,Y,A,X,0,100,100,100,100,100,100,100
512022,WINROC,Y,A,XT,100,100,100,100,100,100,100,100
512020,ZSARACOM,Y,A,X,100,100,100,100,100,100,100,100
512018,CNIRESLTD,Y,A,X,0,100,100,100,100,100,100,100
512017,ZEXDONTR,Y,S,XT,100,100,100,100,100,100,100,100
512014,SOBME,Y,A,XT,100,100,100,100,100,100,100,100
512011,TEATIME,Y,A,P,100,100,100,100,100,100,100,100
512008,AMANITRA,Y,A,XT,1,100,100,100,100,100,100,100
512004,ZNILKENG,Y,A,P,100,100,100,100,100,100,100,100
511768,MASTERTR,Y,A,XT,100,100,100,100,100,100,100,100
511766,MUTHTFN,N,A,B,100,100,100,100,100,100,100,100
511764,UPASAFN,Y,A,X,100,100,100,100,100,100,100,100
511760,SEVENHILL,Y,A,XT,0,100,100,100,100,100,100,100
511758,MANSIFIN,Y,A,XT,100,100,100,100,100,100,100,100
511756,ABIRAFN,Y,A,Z,0,100,100,100,100,100,100,100
511754,SAHLIBHFI,Y,A,X,100,100,100,100,100,100,100,100
511742,UGROCAP,N,A,B,100,100,100,100,100,100,100,100
511740,MEHTAHG,Y,S,XT,3,100,100,100,100,100,100,100
511738,MEHSECU,Y,A,XT,2,100,100,100,100,100,100,100
511736,USHDI,Y,A,XT,100,100,100,0,100,100,100,100
511734,PASUFIN,Y,S,Z,100,100,100,100,100,100,100,100
511730,TRCFIN,Y,S,XT,4,100,100,100,100,100,100,100
511728,KZLFIN,Y,A,X,100,100,1,100,100,100,100,100
511726,VIPUL,N,A,B,100,100,100,100,100,100,100,100
511724,BALFC,Y,A,X,100,100,100,100,1,100,100,100
511716,ESCORTSFIN,Y,A,XT,0,100,100,100,100,100,100,100
511714,NIMBSPROJ,Y,A,X,0,100,100,100,100,100,100,100
511712,RELICTEC,Y,A,X,100,100,100,100,100,100,100,100
511710,CUBIFIN,Y,A,X,100,100,100,100,100,100,100,100
511706,ACTIONFI,Y,S,Z,100,100,100,100,100,100,100,100
511702,PARSHINV,Y,A,X,100,100,100,100,100,100,100,100
511700,STANCAP,Y,A,XT,0,100,100,100,100,100,100,100
511698,BHAGYFN,Y,S,XT,6,100,100,100,100,100,100,100
511696,CHRTEDCA,Y,A,XT,100,100,100,100,100,100,100,100
511692,AJCON,Y,A,X,100,100,100,100,100,100,100,100
511690,WARNER,Y,S,XT,6,100,100,100,100,100,100,100
511688,MATHEWE,Y,A,X,100,100,100,100,100,100,100,100
511682,IFLPROMOT,Y,S,Z,6,100,100,100,100,100,100,100
511676,GICHSGFIN,N,A,A,100,100,100,100,100,100,100,100
511672,SCANSTL,Y,A,X,100,100,100,100,100,100,100,100
511664,BGIL,Y,S,Z,100,100,100,100,100,100,100,100
511660,PREMCAPM,Y,S,XT,100,100,100,100,100,100,100,100
511658,NETTLINX,Y,A,X,100,100,100,100,100,100,100,100
511654,SUGALDAM,Y,A,X,100,100,100,100,100,100,100,100
511644,OMEGAIN,Y,S,X,100,100,100,100,100,100,100,100
511642,WISEC,Y,S,Z,100,100,100,100,100,100,100,100
511640,SANGHCO,Y,S,Z,0,100,100,100,100,100,100,100
511638,MADHURC,Y,S,Z,100,100,100,100,100,100,100,100
511636,DJSSS,Y,S,Z,100,100,100,100,100,100,100,100
511634,DUGARHOU,Y,A,P,100,100,100,100,100,100,100,100
511632,OLYMTFI,Y,S,P,100,100,100,100,100,100,100,100
511630,SAMBHAAV,N,A,B,100,100,100,100,100,100,100,100
511628,IMCAP,Y,A,X,100,100,100,100,100,100,100,100
511626,RRFIN,Y,S,Z,100,100,100,100,100,100,100,100
511618,JIKIND,N,A,T,1,100,100,100,100,100,100,100
511611,DCMFINSERV,N,A,B,1,100,100,100,100,100,100,100
511609,ISLCONSUL,Y,A,X,100,100,1,100,100,100,100,100
511605,ARIHCAPM,N,A,B,100,100,100,100,100,100,100,100
511601,YASHMGM,Y,A,X,100,100,100,100,100,100,100,100
511597,PALSOFT,Y,S,Z,0,100,100,100,100,100,100,100
511593,LIBORDFIN,Y,A,X,100,100,100,100,100,100,100,100
511589,AVONMORE,Y,A,X,100,100,100,100,100,100,100,100
511585,REGTRUS,Y,A,X,0,100,100,100,100,100,100,100
511577,SAVFI,Y,S,XT,3,100,100,100,100,100,100,100
511571,SODFC,Y,A,X,100,100,100,100,100,100,100,100
511563,SANCF,Y,S,Z,100,100,100,100,100,100,100,100
511559,TIMESGTY,N,A,B,100,100,100,100,100,100,100,100
511557,PROFINC,Y,A,X,100,100,100,100,100,100,100,100
511551,MONARCH,Y,A,X,100,100,100,100,100,100,100,100
511549,MORARKFI,Y,A,X,100,100,100,100,100,100,100,100
511543,GSBFIN,Y,A,X,100,100,100,100,100,100,100,100
511539,SUPRATRE,Y,S,XT,3,100,100,100,100,100,100,100
511535,NDASEC,Y,A,XT,100,100,100,100,100,100,100,100
511533,SAHARAHOUS,Y,A,X,100,100,100,100,100,100,100,100
511525,PANINDIAC,Y,A,XT,100,100,100,100,100,100,100,100
511523,VEERHEALTH,Y,A,X,100,100,100,100,100,100,100,100
511509,VIVOBIOT,Y,A,X,100,100,100,100,100,100,100,100
511507,USHAKIRA,Y,A,XT,100,100,100,100,100,100,100,100
511505,CAPITALT,N,A,B,100,100,100,100,100,100,100,100
511501,BHARAT,Y,A,X,100,100,100,100,100,100,100,100
511493,VCKCAP,Y,S,XT,4,100,100,100,100,100,100,100
511473,INDBANK,N,A,B,100,100,100,100,100,100,100,100
511463,ALEXANDER,Y,A,X,0,100,100,100,100,100,100,100
511451,DHARFIN,Y,A,X,100,100,100,100,1,100,100,100
511447,SYLPH,Y,A,X,1,100,100,100,100,100,100,100
511441,GUJCRED,Y,A,XT,100,100,100,100,100,100,100,100
511433,INSTAF,Y,S,XT,100,100,100,100,100,100,100,100
511431,VAKRANGEE,N,A,A,100,100,100,100,100,100,100,100
511427,ATNINTER,N,S,T,6,100,100,100,100,100,100,100
511421,PINEANIM,Y,S,X,100,100,100,100,100,100,100,100
511413,CREST,N,A,B,100,100,100,100,100,100,100,100
511411,SHRISTI,Y,A,X,100,100,100,100,100,100,100,100
511403,SAIJEEV,Y,S,Y,100,100,100,100,100,100,100,100
511401,MCLTD,Y,A,X,1,100,100,100,100,100,100,100
511391,INTRGLB,Y,A,X,100,100,1,100,100,100,100,100
511389,VIDEOIND,N,S,Z,100,100,100,0,100,100,100,100
511377,MEHIF,Y,A,XT,100,100,100,100,100,100,100,100
511369,FIRFIN,Y,S,X,100,100,100,100,100,100,100,100
511367,MEGLON,Y,A,Z,0,100,100,100,100,100,100,100
511359,ADMANUM,Y,A,X,100,100,100,100,100,100,100,100
511357,KAILASH,Y,S,X,100,100,100,100,100,100,100,100
511355,INDCEMCAP,Y,A,X,1,100,100,100,100,100,100,100
511339,APPLECREDT,Y,S,X,100,100,100,0,100,100,100,100
511333,VLSFINANCE,N,A,B,100,100,1,100,100,100,100,100
511306,PALCRED,Y,S,X,100,100,100,100,100,100,100,100
511276,MEFCOM,Y,S,Z,100,100,100,100,100,100,100,100
511260,IDINFO,Y,A,XT,100,100,100,100,100,100,100,100
511254,SAGARSYST,Y,A,XT,0,100,100,100,100,100,100,100
511246,WHITELIO,Y,S,Z,100,100,100,100,100,100,100,100
511243,CHOLAFIN,N,A,A,100,100,100,100,100,100,100,100
511218,SRTRANSFIN,N,A,A,100,100,100,100,100,100,100,100
511208,IVC,N,A,B,100,100,100,100,100,100,100,100
511200,MUNCAPM,Y,A,XT,0,100,100,100,100,100,100,100
511196,CANFINHOME,N,A,A,100,100,100,100,100,100,100,100
511194,ICDSLTD,N,A,T,100,100,100,100,100,100,100,100
511187,MILLENNIUM,Y,A,XT,0,100,100,100,100,100,100,100
511185,SURYAKR,Y,A,XT,0,100,100,100,100,100,100,100
511176,PARSHWANA,Y,A,X,100,100,100,100,100,100,100,100
511169,RKDAGRRTL,Y,A,P,0,100,100,100,100,100,100,100
511153,ANJANIFOODS,Y,A,XT,100,100,100,100,100,100,100,100
511149,REMITR,Y,A,XT,100,100,100,100,100,100,100,100
511147,WSFIN,Y,A,X,100,100,100,100,100,100,100,100
511144,ASYAINFO,Y,A,Z,100,100,100,100,100,100,100,100
511131,KAMANWALA,Y,A,XT,100,100,100,100,100,100,100,100
511122,1STCUS,Y,A,XT,100,100,100,100,100,100,100,100
511116,QUADRANT,Y,S,XT,3,100,100,100,100,100,100,100
511110,VBDESAI,Y,A,X,100,100,100,100,100,100,100,100
511108,SHIVTEX,N,A,B,100,100,100,100,100,100,100,100
511096,TVOLCON,Y,A,XT,0,100,100,100,100,100,100,100
511092,JMDVL,Y,S,XT,100,100,100,100,100,100,100,100
511088,ALLMEPR,Y,S,Y,100,100,100,100,100,100,100,100
511082,MAAJTL,Y,S,XT,100,100,100,100,100,100,100,100
511076,SATINDLTD,Y,A,X,100,100,1,100,100,100,100,100
511074,WEIZFIN,Y,A,Z,0,100,100,100,100,100,100,100
511066,SAKTHIFIN,Y,A,X,100,100,100,100,100,100,100,100
511064,APLAYA,Y,S,Z,100,100,100,100,100,100,100,100
511060,JUMBFNL,Y,A,XT,100,100,100,100,100,100,100,100
511048,KUSUMEL,Y,A,XT,100,100,100,100,100,100,100,100
511038,ZARCOLEA,Y,S,ZP,100,100,100,100,100,100,100,100
511034,JINDRILL,N,A,B,100,100,100,100,100,100,100,100
511024,ZSUBWAYF,Y,S,Z,100,100,100,100,100,100,100,100
511018,ZMILGFIN,Y,A,P,0,100,100,100,100,100,100,100
511016,PREMCAP,Y,A,X,100,100,100,100,100,100,100,100
511014,VISHINV,Y,S,Y,100,100,100,100,100,100,100,100
511012,YAMNINV,Y,A,XT,100,100,100,100,100,100,100,100
511000,MADHUSE,Y,A,XT,100,100,100,100,100,100,100,100
510245,SWASTIVI,Y,A,X,100,100,100,100,100,100,100,100
509966,VSTIND,N,A,A,100,100,100,100,100,100,100,100
509960,UPHOT,Y,S,Z,100,100,100,100,100,100,100,100
509953,TRADWIN,Y,A,Z,0,100,100,100,100,100,100,100
509945,THACKER,Y,A,XT,100,100,100,100,100,100,100,100
509930,SUPREMEIND,N,A,A,100,100,100,100,100,100,100,100
509917,TECHCON,Y,A,XT,100,100,100,100,100,100,100,100
509910,ZSOUTGAS,Y,A,P,100,100,100,100,100,100,100,100
509895,HINDMILL,Y,A,X,100,100,100,100,100,100,100,100
509887,SINNAR,Y,A,XT,0,100,100,100,100,100,100,100
509874,SHALPAINTS,N,A,B,100,100,100,100,100,100,100,100
509870,SHAHCON,Y,A,XT,0,100,100,100,100,100,100,100
509845,RJSHAH,Y,A,P,100,100,100,100,100,100,100,100
509835,PREMSYN,Y,A,X,100,100,100,100,100,100,100,100
509820,HUHTAMAKI,N,A,A,100,100,100,100,100,100,100,100
509782,OSEASPR,Y,A,XT,100,100,100,100,100,100,100,100
509762,MAPROIN,Y,S,XT,100,100,100,100,100,100,100,100
509760,MODRNSH,Y,A,X,100,100,100,100,100,100,100,100
509732,KOTIC,Y,S,Z,100,100,100,100,100,100,100,100
509715,JAYSHREETEA,N,A,B,100,100,100,100,100,100,100,100
509709,INTLCONV,N,A,B,100,100,100,100,100,100,100,100
509692,INDIANCARD,N,A,B,100,100,100,100,100,100,100,100
509675,HIL,N,A,A,100,100,1,100,100,100,100,100
509650,ZHINDHSG,Y,A,XT,100,100,100,100,100,100,100,100
509635,HINDCOMPOS,N,A,B,100,100,100,100,100,100,100,100
509631,HEG,N,A,A,100,100,1,100,100,100,100,100
509597,HARDCAS,Y,A,X,100,100,100,100,100,100,100,100
509586,ZGOVPOOX,Y,S,P,100,100,100,100,100,100,100,100
509567,GOACARBON,N,A,B,100,100,100,100,100,100,100,100
509563,GARWAMAR,Y,A,X,100,100,100,100,100,100,100,100
509557,GARFIBRES,N,A,A,100,100,100,100,100,100,100,100
